hhid,home_pcode,home_mtz,dwelling_type,total_pax,car_own_normal,car_own_offpeak,motor_own,bike_own,num_underfour,num_not_eligible,presence_of_under15,num_employed_full_time,num_employed_part_time,num_self_employed,num_full_time_student,num_homemaker,num_retired,num_unemployed,num_national_service,num_voluntary_worker,num_domestic_worker,num_other,only_adults,only_workers
425105BO,425105,525100,Landed Property,6,1,0,0,1,0,0,1,1,0,0,3,1,0,0,0,0,1,0,0,0
425105CO,425105,525100,Landed Property,4,3,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1
425105DO,425105,525100,Landed Property,4,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0
425105ER1,425105,525100,Landed Property,5,1,0,0,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0
425554AO,425554,502020,Private flat/condo,5,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0
425554BO,425554,502020,Private flat/condo,5,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0
425554CO,425554,502020,Private flat/condo,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
425554DO,425554,502020,Private flat/condo,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
425569AO,425569,502020,Private flat/condo,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
426139AO,426139,502250,Landed Property,4,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0
426139BO,426139,502250,Landed Property,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
426139CO,426139,502250,Landed Property,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
426139DO,426139,502250,Landed Property,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
426139EO,426139,502250,Landed Property,5,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
426308AO,426308,502081,Landed Property,3,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
426308BO,426308,502081,Landed Property,6,2,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0
426308CO,426308,502081,Landed Property,5,2,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0
426308DO,426308,502081,Landed Property,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
426308EO,426308,502081,Landed Property,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
426369AR1,426369,502250,Landed Property,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
426451AO,426451,515130,Landed Property,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
426451BO,426451,515130,Landed Property,7,0,0,0,1,0,0,1,1,0,0,3,2,1,0,0,0,0,0,0,0
426469AO,426469,515130,Landed Property,4,2,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0
426469BO,426469,515130,Landed Property,7,2,0,0,0,1,0,1,1,0,1,1,2,0,0,0,0,1,0,0,0
426469CO,426469,515130,Landed Property,8,1,0,0,0,0,1,1,2,0,0,4,0,0,0,0,0,1,0,0,0
426469DO,426469,515130,Landed Property,3,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
426469EO,426469,515130,Landed Property,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
426570AO,426570,515130,Landed Property,5,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,1,0
426570BO,426570,515130,Landed Property,5,1,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0
426570CO,426570,515130,Landed Property,8,0,0,0,3,0,1,1,1,1,0,4,0,0,0,0,0,1,0,0,0
426570EO,426570,515130,Landed Property,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
426694AO,426694,515130,Landed Property,5,2,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0
426694BO,426694,515130,Landed Property,3,1,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
426694DO,426694,515130,Landed Property,5,0,0,0,3,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0
426694EO,426694,515130,Landed Property,4,1,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
427012BO,427012,525100,Landed Property,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
427012CO,427012,525100,Landed Property,4,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0
427012DO,427012,525100,Landed Property,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
427242AO,427242,515130,Landed Property,6,2,0,0,2,0,0,1,1,0,0,2,2,0,0,0,0,1,0,0,0
427242CO,427242,515130,Landed Property,10,3,0,0,0,1,0,1,5,0,0,1,1,1,0,0,0,1,0,0,0
427242DO,427242,515130,Landed Property,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
427242EO,427242,515130,Landed Property,6,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0
427942AO,427942,515210,Landed Property,10,0,0,0,2,1,1,1,2,0,0,5,1,0,0,0,0,0,0,0,0
427942BO,427942,515210,Landed Property,3,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0
427942CO,427942,515210,Landed Property,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
427942DO,427942,515210,Landed Property,5,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
427942EO,427942,515210,Landed Property,7,2,0,0,4,0,0,1,2,0,0,3,1,0,0,0,0,1,0,0,0
428029AO,428029,502250,Landed Property,5,1,0,0,3,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0
428029BO,428029,502250,Landed Property,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
428029CO,428029,502250,Landed Property,5,1,0,0,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
428029DO,428029,502250,Landed Property,3,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
428029EO,428029,502250,Landed Property,3,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
428203AO,428203,502250,Landed Property,4,1,0,0,3,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0
428203BO,428203,502250,Landed Property,6,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
428203CO,428203,502250,Landed Property,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
428203DO,428203,502250,Landed Property,5,0,1,0,2,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0
428203EO,428203,502250,Landed Property,4,1,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
428315AO,428315,502020,Landed Property,4,2,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0
428315BO,428315,502020,Landed Property,7,2,0,0,8,0,0,1,1,0,0,4,1,0,0,0,0,1,0,0,0
428315CO,428315,502020,Landed Property,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
428315DO,428315,502020,Landed Property,3,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
428315EO,428315,502020,Landed Property,7,1,0,0,3,0,2,1,0,0,0,2,1,1,0,0,0,1,0,0,0
428843AO,428843,525060,Landed Property,4,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0
428843BO,428843,525060,Landed Property,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
428843CO,428843,525060,Landed Property,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
428843DO,428843,525060,Landed Property,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0
428843EO,428843,525060,Landed Property,5,2,0,0,3,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0
429042AO,429042,502020,Landed Property,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
429042BO,429042,502020,Landed Property,8,1,0,1,4,1,1,1,2,0,1,2,1,0,0,0,0,0,0,0,0
429042CO,429042,502020,Landed Property,7,1,0,0,1,2,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0
429042DO,429042,502020,Landed Property,6,2,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
429042EO,429042,502020,Landed Property,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
429156AO,429156,525100,Landed Property,5,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0
429156BO,429156,525100,Landed Property,6,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,2,0,0,0
429156CO,429156,525100,Landed Property,4,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
429156DO,429156,525100,Landed Property,4,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
429156EO,429156,525100,Landed Property,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
429246BO,429246,525100,Landed Property,3,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1
429246DO,429246,525100,Landed Property,6,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0
429450BO,429450,525060,Landed Property,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
429450CO,429450,525060,Landed Property,4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
429450DO,429450,525060,Landed Property,7,1,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,1,0,0,0
429573AO,429573,525100,Landed Property,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
429573BO,429573,525100,Landed Property,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0
429573CO,429573,525100,Landed Property,4,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0
429573DO,429573,525100,Landed Property,6,1,0,0,1,0,0,1,0,0,2,2,0,0,1,0,0,1,0,0,0
429573EO,429573,525100,Landed Property,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
429605BO,429605,525090,Landed Property,5,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
429605CO,429605,525090,Landed Property,6,1,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0
429605DO,429605,525090,Landed Property,5,1,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0
429605EO,429605,525090,Landed Property,6,1,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0
429619AO,429619,525090,Landed Property,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
429619BO,429619,525090,Landed Property,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
429619CO,429619,525090,Landed Property,4,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0
429619DO,429619,525090,Landed Property,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
429619EO,429619,525090,Landed Property,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
430002AR1,430002,515080,HDB 4-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
430002BR1,430002,515080,HDB 4-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
430002CO,430002,515080,HDB 4-room,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
430002DR1,430002,515080,HDB 4-room,5,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
430002ER5,430002,515080,HDB 4-room,5,1,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0
430003AR1,430003,515080,HDB 3-room,3,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0
430003BR1,430003,515080,HDB 3-room,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
430003CO,430003,515080,HDB 3-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
430003DO,430003,515080,HDB 3-room,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
430003ER1,430003,515080,HDB 3-room,3,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
430008AR2,430008,515080,HDB 4-room,6,1,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,1,0,0,0
430008BO,430008,515080,HDB 4-room,4,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0
430008CO,430008,515080,HDB 4-room,4,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0
430008DO,430008,515080,HDB 4-room,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0
430008ER1,430008,515080,HDB 4-room,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
430022AO,430022,515080,HDB 3-room,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
430022BO,430022,515080,HDB 3-room,4,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
430022CR1,430022,515080,HDB 3-room,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
430022DR1,430022,515080,HDB 3-room,4,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
430022EO,430022,515080,HDB 3-room,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
430023AO,430023,515080,HDB 5-room,4,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
430023BR1,430023,515080,HDB 5-room,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
430023CR1,430023,515080,HDB 5-room,5,0,0,0,1,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0
431004AR2,431004,519122,HDB 3-room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
431004BR1,431004,519122,HDB 3-room,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
431004CR1,431004,519122,HDB 3-room,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
431004DR3,431004,519122,HDB 3-room,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
431004EO,431004,519122,HDB 3-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
431009AR3,431009,519122,HDB 2-room,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
431009BR6,431009,519122,HDB 2-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
431009CR2,431009,519122,HDB 2-room,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
431009DR4,431009,519122,HDB 2-room,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
431009ER2,431009,519122,HDB 2-room,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
431010AO,431010,519122,HDB 5-room,5,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0
431010BR1,431010,519122,HDB 5-room,5,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0
431010CR1,431010,519122,HDB 5-room,4,1,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0
431010DR2,431010,519122,HDB 5-room,7,1,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,1,0,0,0
431010EO,431010,519122,HDB 5-room,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
431012AR3,431012,519122,HDB 3-room,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
431012BR3,431012,519122,HDB 3-room,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0
431012CR4,431012,519122,HDB 3-room,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
431012DR5,431012,519122,HDB 3-room,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
431012ER1,431012,519122,HDB 3-room,3,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
436606AR2,436606,519121,Private flat/condo,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
436606BO,436606,519121,Private flat/condo,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
436660BO,436660,525012,Landed Property,4,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0
436882AO,436882,519122,Private flat/condo,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1
436918AO,436918,519121,Private flat/condo,2,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
436924AO,436924,519121,Private flat/condo,5,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0
436924BO,436924,519121,Private flat/condo,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
436928AO,436928,519121,Private flat/condo,5,0,0,0,3,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
436928BO,436928,519121,Private flat/condo,5,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0
436954AO,436954,515080,Private flat/condo,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0
436954BO,436954,515080,Private flat/condo,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1
436954CR1,436954,515080,Private flat/condo,5,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0
436954DO,436954,515080,Private flat/condo,4,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
436954EO,436954,515080,Private flat/condo,4,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1
436955AO,436955,515080,Private flat/condo,5,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0
436955CO,436955,515080,Private flat/condo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
436955DO,436955,515080,Private flat/condo,5,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0
436955EO,436955,515080,Private flat/condo,5,1,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0
436971AR1,436971,515201,Private flat/condo,4,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0
436971BO,436971,515201,Private flat/condo,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
436971CO,436971,515201,Landed Property,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
436971DO,436971,515201,Private flat/condo,8,0,0,0,0,0,0,1,1,0,0,4,2,1,0,0,0,0,0,0,0
436971EO,436971,515201,Private flat/condo,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
437106AR2,437106,525012,Shophouse,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
437106BR1,437106,525012,Shophouse,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
437106CR1,437106,525012,Shophouse,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
437106EO,437106,525012,Shophouse,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
437324BO,437324,515201,Landed Property,6,1,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,1,0,1,1
437431BO,437431,519121,Private flat/condo,3,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0
437431CO,437431,519121,Private flat/condo,2,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
437433AR7,437433,519121,Private flat/condo,3,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
437436AR7,437436,519121,Private flat/condo,7,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,2,0,0,0
437523BO,437523,525011,Landed Property,4,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
437875AO,437875,525120,Private flat/condo,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
437875AR1,437875,525120,Private flat/condo,4,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1
437875AR2,437875,525120,Private flat/condo,5,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
437875BR1,437875,525120,Private flat/condo,5,1,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0
437875CR2,437875,525120,Private flat/condo,6,1,0,0,2,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,0
437875DR3,437875,525120,Private flat/condo,5,1,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0
437875ER4,437875,525120,Private flat/condo,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
437898AO,437898,525120,Private flat/condo,4,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
437898AR1,437898,525120,Private flat/condo,4,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
437898AR2,437898,525120,Private flat/condo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
437898AR3,437898,525120,Private flat/condo,4,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
437898AR4,437898,525120,Private flat/condo,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
437898AR5,437898,525120,Private flat/condo,4,1,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0
437898BO,437898,525120,Private flat/condo,5,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0
437898BR1,437898,525120,Private flat/condo,5,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0
437898BR2,437898,525120,Private flat/condo,4,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0
437898BR3,437898,525120,Private flat/condo,5,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0
437898BR4,437898,525120,Private flat/condo,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
437898BR5,437898,525120,Private flat/condo,5,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0
437901AO,437901,525120,Private flat/condo,4,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
437901AR1,437901,525120,Private flat/condo,7,1,0,0,2,0,0,1,2,0,0,3,0,1,0,0,0,1,0,0,0
437901AR2,437901,525120,Private flat/condo,4,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
437901AR3,437901,525120,Private flat/condo,6,1,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,1,0,0,0
437901AR4,437901,525120,Private flat/condo,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
437901AR5,437901,525120,Private flat/condo,6,1,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0
437901BO,437901,525120,Private flat/condo,4,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
437901BR1,437901,525120,Private flat/condo,7,2,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,2,0,0,0
437901BR2,437901,525120,Private flat/condo,5,2,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0
437903AO,437903,525120,Private flat/condo,7,2,0,0,0,0,0,1,2,1,0,1,1,1,0,0,0,1,0,0,0
437903AR1,437903,525120,Private flat/condo,4,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
437903AR2,437903,525120,Private flat/condo,6,1,0,0,2,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,0
437903AR3,437903,525120,Private flat/condo,7,0,0,0,0,0,0,1,1,0,1,2,1,1,0,0,0,1,0,0,0
437932AO,437932,525020,Private flat/condo,4,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
438622AO,438622,515202,Private flat/condo,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
438740AO,438740,515080,Shophouse,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
438740BO,438740,515080,Shophouse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
438740CO,438740,515080,Shophouse,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
438740DO,438740,515080,Shophouse,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
438791AO,438791,525090,Private flat/condo,4,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
438791AR1,438791,525090,Private flat/condo,4,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
438791BO,438791,525090,Private flat/condo,4,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0
438791CO,438791,525090,Private flat/condo,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
438791DO,438791,525090,Private flat/condo,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
438791EO,438791,525090,Private flat/condo,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
438793AO,438793,525090,Private flat/condo,5,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0
438793AR1,438793,525090,Private flat/condo,6,1,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0
438793BO,438793,525090,Private flat/condo,4,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
438793CO,438793,525090,Private flat/condo,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
438793DO,438793,525090,Private flat/condo,4,1,0,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
438793EO,438793,525090,Private flat/condo,4,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
438795AO,438795,525090,Private flat/condo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
438795AR1,438795,525090,Private flat/condo,4,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0
438795AR2,438795,525090,Private flat/condo,5,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0
438795BO,438795,525090,Private flat/condo,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
438795CO,438795,525090,Private flat/condo,4,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0
438795DO,438795,525090,Private flat/condo,4,1,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0
438795EO,438795,525090,Private flat/condo,5,1,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0
