hhid,home_pcode,home_mtz,dwelling_type,total_pax,car_own_normal,car_own_offpeak,motor_own,bike_own,num_underfour,num_not_eligible,presence_of_under15,num_employed_full_time,num_employed_part_time,num_self_employed,num_full_time_student,num_homemaker,num_retired,num_unemployed,num_national_service,num_voluntary_worker,num_domestic_worker,num_other,only_adults,only_workers
520708BR2,520708,549270,HDB 4-room,5,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0
520708CR3,520708,549270,HDB 4-room,4,1,0,0,2,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0
520708DR4,520708,549270,HDB 4-room,3,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
520708ER5,520708,549270,HDB 4-room,4,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
520709CR7,520709,549270,HDB 4-room,4,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1
520712AR1,520712,549270,HDB 5-room,5,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0
520712BR2,520712,549270,HDB 5-room,8,1,0,0,1,0,0,1,2,0,0,3,0,2,0,0,0,1,0,0,0
520712CR3,520712,549270,HDB 5-room,6,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,1,0,0,0
520712DR4,520712,549270,HDB 5-room,4,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
520712ER5,520712,549270,HDB 5-room,4,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
520714AR1,520714,549270,HDB 4-room,5,0,0,1,0,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0
520714BR2,520714,549270,HDB 4-room,4,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
520714CR3,520714,549270,HDB 4-room,4,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
520714DR4,520714,549270,HDB 4-room,4,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
520714ER5,520714,549270,HDB 4-room,4,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
520716AR1,520716,549270,HDB 5-room,3,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
520716BR2,520716,549270,HDB 5-room,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
520716CR3,520716,549270,HDB 5-room,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
520716DR4,520716,549270,HDB 5-room,3,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
520716ER5,520716,549270,HDB 5-room,4,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
520721AR7,520721,549270,HDB 5-room,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
520722AR1,520722,549270,HDB 5-room,4,0,0,1,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
520722BR2,520722,549270,HDB 5-room,8,0,0,0,2,1,0,1,2,0,0,3,1,1,0,0,0,0,0,0,0
520722CR3,520722,549270,HDB 5-room,4,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
520722DR4,520722,549270,HDB 5-room,5,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0
520722ER5,520722,549270,HDB 5-room,4,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
520725AO,520725,549210,HDB 4-room,4,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
520725BR1,520725,549210,HDB 4-room,6,1,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,0,0
520725CR2,520725,549210,HDB 4-room,5,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0
520725DR3,520725,549210,HDB 4-room,7,0,0,0,1,1,0,1,2,0,0,1,1,1,0,0,0,1,0,0,0
520725ER4,520725,549210,HDB 4-room,5,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0
520727AO,520727,549210,HDB 5-room,7,0,0,0,3,0,0,1,2,0,0,4,0,0,0,0,0,1,0,0,0
520727BR1,520727,549210,HDB 5-room,7,1,0,0,3,1,0,1,1,0,0,2,1,1,0,0,0,1,0,0,0
520727CR2,520727,549210,HDB 5-room,5,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0
520727DR3,520727,549210,HDB 5-room,4,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0
520727ER4,520727,549210,HDB 5-room,4,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
520730AR1,520730,549210,HDB 5-room,3,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
520730BR2,520730,549210,HDB 5-room,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
520730CR3,520730,549210,HDB 5-room,6,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
520730DR4,520730,549210,HDB 5-room,5,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0
520730ER5,520730,549210,HDB 5-room,5,1,0,0,1,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0
520742AO,520742,549210,HDB 4-room,6,0,0,0,2,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0
520742BR1,520742,549210,HDB 4-room,6,1,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0
520742CR2,520742,549210,HDB 4-room,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
520742DR3,520742,549210,HDB 4-room,4,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
520742ER4,520742,549210,HDB 4-room,3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
520806AO,520806,549240,HDB 1-room,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
520806BO,520806,549240,HDB 3-room,5,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
520806CO,520806,549240,HDB 3-room,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
520806DO,520806,549240,HDB 3-room,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
520806EO,520806,549240,HDB 3-room,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
520810AO,520810,549240,HDB 3-room,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
520810BO,520810,549240,HDB 3-room,4,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0
520812AR1,520812,549240,HDB 5-room,3,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
520812BR2,520812,549240,HDB 5-room,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
520812CR3,520812,549240,HDB 5-room,4,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
520812DR4,520812,549240,HDB 5-room,6,0,0,1,2,0,0,1,2,0,0,3,0,0,0,0,0,1,0,0,0
520812ER5,520812,549240,HDB 5-room,7,0,0,0,0,0,0,1,3,0,0,3,1,0,0,0,0,0,0,0,0
520815AR1,520815,549240,HDB 5-room,4,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
520815BR2,520815,549240,HDB 5-room,7,1,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,1,0,0,0
520815CR3,520815,549240,HDB 5-room,5,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0
520815DR4,520815,549240,HDB 5-room,5,0,0,1,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0
520815ER5,520815,549240,HDB 5-room,8,1,0,0,0,0,0,1,1,0,0,4,2,0,0,0,0,1,0,0,0
520846AR7,520846,549250,HDB 4-room,4,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0
520871BO,520871,549260,HDB 4-room,5,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0
520871CR1,520871,549260,HDB 4-room,4,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
520871DO,520871,549260,HDB 4-room,6,0,1,1,0,2,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0
520871ER1,520871,549260,HDB 4-room,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
520873ER2,520873,549260,HDB 5-room,4,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0
520895AR1,520895,549180,HDB 5-room,6,1,0,0,5,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0
520895BR2,520895,549180,HDB 5-room,6,1,0,0,2,0,0,1,2,0,0,3,0,0,0,0,0,1,0,0,0
520895CR3,520895,549180,HDB 5-room,5,2,0,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0
520895DR4,520895,549180,HDB 5-room,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0
520898AR1,520898,549240,HDB 3-room,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
520898BR2,520898,549240,HDB 3-room,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
520898CR3,520898,549240,HDB 3-room,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
520898DR4,520898,549240,HDB 4-room,3,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
520898ER6,520898,549240,HDB 4-room,4,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
520902AO,520902,549370,HDB 4-room,4,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
520902BR2,520902,549370,HDB 4-room,5,1,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
520902CR3,520902,549370,HDB 4-room,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
520902DR3,520902,549370,HDB 4-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
520902EO,520902,549370,HDB 4-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
520907AR1,520907,549370,HDB 3-room,5,0,0,0,1,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0
520907BR2,520907,549370,HDB 3-room,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
520907CR1,520907,549370,HDB 3-room,3,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
520907ER4,520907,549370,HDB 3-room,3,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
520910BR2,520910,549370,HDB 4-room,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
520910DO,520910,549370,HDB 4-room,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
520910EO,520910,549370,HDB 4-room,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
520912AO,520912,549370,HDB 5-room,4,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0
520912AR7,520912,549370,HDB 5-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
520912BR3,520912,549370,HDB 5-room,7,0,0,0,2,0,1,1,3,0,0,2,0,1,0,0,0,0,0,0,0
520912CR8,520912,549370,HDB 5-room,5,0,1,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
520912DO,520912,549370,HDB 5-room,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
520912ER6,520912,549370,HDB 5-room,4,1,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
520914AO,520914,549370,HDB 4-room,5,1,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0
520914BO,520914,549370,HDB 4-room,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0
520914CR1,520914,549370,HDB 4-room,4,0,0,0,2,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0
520914DR2,520914,549370,HDB 4-room,5,0,0,0,3,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
520914ER5,520914,549370,HDB 4-room,4,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
520915AO,520915,549370,HDB 3-room,5,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0
520915BR1,520915,549370,HDB 3-room,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
520915CO,520915,549370,HDB 3-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
520915DR5,520915,549370,HDB 3-room,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
520915ER2,520915,549370,HDB 3-room,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
520924AR1,520924,549200,HDB 4-room,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
520924BR2,520924,549200,HDB 4-room,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
520924CR3,520924,549200,HDB 5-room,7,1,0,1,0,0,0,1,2,0,0,3,1,0,0,0,0,1,0,0,0
520924DR4,520924,549200,HDB 4-room,5,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
520924ER5,520924,549200,HDB 4-room,4,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
520925AR1,520925,549200,HDB 4-room,4,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0
520925BR2,520925,549200,HDB 4-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
520925CR3,520925,549200,HDB 4-room,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
520925DR4,520925,549200,HDB 4-room,6,1,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,1,0,0,0
520925ER5,520925,549200,HDB 4-room,4,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0
520926AO,520926,549200,HDB 4-room,3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
520926BR1,520926,549200,HDB 4-room,5,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0
520926CR2,520926,549200,HDB 4-room,6,0,0,0,1,1,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0
520926DR3,520926,549200,HDB 4-room,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1
520926ER4,520926,549200,HDB 4-room,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
520931AR1,520931,549200,HDB 4-room,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
520931BR2,520931,549200,HDB 4-room,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
520935AR7,520935,549200,HDB 4-room,5,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0
520936AO,520936,549200,HDB 5-room,5,0,0,0,2,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0
520938AO,520938,549370,HDB 5-room,5,1,0,0,2,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0
520939AO,520939,549370,HDB 4-room,7,0,0,1,2,0,1,1,1,0,0,4,1,0,0,0,0,0,0,0,0
520939BO,520939,549370,HDB 4-room,3,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
520939CR4,520939,549370,HDB 4-room,3,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0
520939DR5,520939,549370,HDB 4-room,4,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
520939EO,520939,549370,HDB 4-room,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
520941AR7,520941,549370,HDB other than flat,4,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
520942AO,520942,549370,HDB 5-room,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
520942BR2,520942,549370,HDB 5-room,4,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
520942CR3,520942,549370,HDB 5-room,5,1,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0
520942DR1,520942,549370,HDB 5-room,6,1,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,1,0,0,0
520942EO,520942,549370,HDB 5-room,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
521102AR2,521102,549090,HDB 3-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
521102BO,521102,549090,HDB 3-room,5,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0
521102CO,521102,549090,HDB 3-room,4,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0
521102DR1,521102,549090,HDB 3-room,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
521102ER1,521102,549090,HDB 3-room,3,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
521107AR1,521107,549090,HDB 4-room,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
521107BR1,521107,549090,HDB 4-room,4,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
521107CR1,521107,549090,HDB 4-room,4,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0
521107DR1,521107,549090,HDB 4-room,4,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
521107EO,521107,549090,HDB 4-room,4,0,0,0,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0
521110AR3,521110,549090,HDB 3-room,3,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
521110BR5,521110,549090,HDB 3-room,5,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0
521110CR3,521110,549090,HDB 3-room,3,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
521110DO,521110,549090,HDB 3-room,4,0,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
521110EO,521110,549090,HDB 3-room,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
521114AO,521114,549090,HDB 4-room,5,1,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0
521114BO,521114,549090,HDB 4-room,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
521114CO,521114,549090,HDB 4-room,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
521114ER8,521114,549090,HDB 4-room,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0
521123AO,521123,549090,Private flat/condo,5,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0
521123BO,521123,549090,Private flat/condo,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
521123CO,521123,549090,Private flat/condo,4,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
521123DO,521123,549090,Private flat/condo,5,1,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
521123EO,521123,549090,Private flat/condo,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
521126AR8,521126,549090,HDB 5-room,6,1,0,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0
521141AO,521141,549190,HDB 4-room,5,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0
521141BO,521141,549190,HDB 4-room,6,0,1,0,1,1,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0
521141CO,521141,549190,HDB 4-room,4,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
521141DR1,521141,549190,HDB 4-room,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
521141EO,521141,549190,HDB 4-room,7,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,2,0,0,0
521144AO,521144,549190,HDB 3-room,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
521144BO,521144,549190,HDB 3-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
521144CR1,521144,549190,HDB 3-room,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
521144DO,521144,549190,HDB 3-room,3,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
521144ER2,521144,549190,HDB 3-room,4,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0
521146AR2,521146,549190,HDB 5-room,5,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0
521146BO,521146,549190,HDB 5-room,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
521146CR2,521146,549190,HDB 5-room,4,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0
521146DO,521146,549190,HDB 5-room,6,1,0,0,0,0,0,1,1,0,0,2,1,2,0,0,0,0,0,0,0
521146EO,521146,549190,HDB 5-room,5,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0
521147AR4,521147,549190,HDB 5-room,4,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0
521147BO,521147,549190,HDB 5-room,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
521147CR1,521147,549190,HDB 5-room,7,1,0,0,0,1,0,1,2,0,0,3,0,0,0,0,0,1,0,0,0
521147DR2,521147,549190,HDB 5-room,5,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,1,0
521147EO,521147,549190,HDB 5-room,3,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
521151AR1,521151,549190,HDB 5-room,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
521151BO,521151,549190,HDB 5-room,7,2,0,0,0,0,0,1,2,0,1,2,0,1,0,0,0,1,0,0,0
521151CR1,521151,549190,HDB 5-room,6,1,0,0,2,0,0,1,2,1,0,2,0,0,0,0,0,1,0,0,0
521151DR1,521151,549190,HDB 5-room,3,0,0,0,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
521151ER2,521151,549190,HDB 5-room,5,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0
521162DR7,521162,549190,HDB 4-room,4,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
521225AR2,521225,549310,HDB 4-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
521225BR2,521225,549310,HDB 4-room,5,1,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0
521225CR1,521225,549310,HDB 4-room,4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
521225DO,521225,549310,HDB 4-room,5,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
521225ER1,521225,549310,HDB 4-room,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
521227AR2,521227,549310,HDB 3-room,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
521227BR2,521227,549310,HDB 3-room,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
521227CR2,521227,549310,HDB 3-room,4,1,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
521227DR1,521227,549310,HDB 3-room,6,1,0,0,0,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
521227EO,521227,549310,HDB 3-room,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
521229AO,521229,549310,HDB 5-room,6,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0
521229BR1,521229,549310,HDB 5-room,4,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
521229CR1,521229,549310,HDB 5-room,4,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
521229DO,521229,549310,HDB 5-room,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
521229ER1,521229,549310,HDB 5-room,7,0,0,0,0,1,0,1,2,0,0,1,1,1,0,0,0,1,0,0,0
521496AR1,521496,549140,HDB 4-room,5,2,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0
521496BR2,521496,549140,HDB 4-room,4,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0
521496CR3,521496,549140,HDB 4-room,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
521496DR4,521496,549140,HDB 4-room,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
521496ER5,521496,549140,HDB 4-room,4,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0
521496ER8,521496,549140,HDB 4-room,3,2,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
521893AR1,521893,549180,HDB 5-room,5,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0
521893BR2,521893,549180,HDB 5-room,4,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
521893CR3,521893,549180,HDB 5-room,7,1,0,0,2,0,2,1,1,0,0,3,1,0,0,0,0,0,0,0,0
521893DR4,521893,549180,HDB 5-room,4,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0
521893ER5,521893,549180,HDB 5-room,5,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0
521894AO,521894,549180,HDB 4-room,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
521894BR2,521894,549180,HDB 5-room,3,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
521894CR3,521894,549180,HDB 4-room,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
521894DR4,521894,549180,HDB 4-room,4,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
521894ER5,521894,549180,HDB 5-room,4,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0
521895AR7,521895,549180,HDB 5-room,6,1,0,0,1,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0
521897AR1,521897,549240,HDB 4-room,6,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0
521897BR2,521897,549240,HDB 4-room,4,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0
521897CR3,521897,549240,HDB 4-room,5,0,0,0,4,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0
521897DR4,521897,549240,HDB 4-room,4,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0
